,req_t,depart_t,travel_t,arr_t,parking_t,lea_t,charge_label,char_t,req_interval,depart_interval,lea_interval,arr_interval,dest,waiting_time,time_label
442,2022-02-17 08:14:03,2022-02-17 08:29:03,22,2022-02-17 08:51:03,526.15,2022-02-18 17:37:12,0,,37,38,170,39,3,9.683333333333334,2.0
443,2022-02-17 08:14:07,2022-02-17 08:29:07,57,2022-02-17 09:26:07,548.95,2022-02-18 18:35:04,0,,37,38,174,42,1,9.616666666666667,2.0
444,2022-02-17 08:14:25,2022-02-17 08:29:25,18,2022-02-17 08:47:25,1398.0833333333333,2022-02-18 08:05:30,0,,37,38,132,39,2,9.316666666666666,3.0
445,2022-02-17 08:14:31,2022-02-17 08:29:31,30,2022-02-17 08:59:31,530.1666666666666,2022-02-17 17:49:41,0,,37,38,75,40,2,9.216666666666669,2.0
446,2022-02-17 08:14:33,2022-02-17 08:29:33,51,2022-02-17 09:20:33,741.25,2022-02-17 21:41:48,0,,37,38,91,41,3,9.183333333333334,3.0
447,2022-02-17 08:15:25,2022-02-17 08:30:25,9,2022-02-17 08:39:25,534.8666666666667,2022-02-18 17:34:17,0,,37,38,170,39,1,8.316666666666666,2.0
448,2022-02-17 08:15:28,2022-02-17 08:30:28,39,2022-02-17 09:09:28,461.06666666666666,2022-02-18 16:50:32,0,,37,38,167,41,1,8.266666666666667,2.0
449,2022-02-17 08:15:45,2022-02-17 08:30:45,29,2022-02-17 08:59:45,3.783333333333333,2022-02-17 09:03:32,0,,37,38,40,40,2,7.983333333333333,0.0
450,2022-02-17 08:16:11,2022-02-17 08:31:11,6,2022-02-17 08:37:11,254.5833333333333,2022-02-17 12:51:46,0,,37,38,55,38,1,7.55,2.0
451,2022-02-17 08:16:44,2022-02-17 08:31:44,17,2022-02-17 08:48:44,539.6166666666667,2022-02-18 17:48:21,0,,37,38,171,39,1,7.0,2.0
452,2022-02-17 08:16:49,2022-02-17 08:31:49,48,2022-02-17 09:19:49,618.6833333333333,2022-02-17 19:38:30,0,,37,38,82,41,1,6.916666666666667,3.0
453,2022-02-17 08:17:33,2022-02-17 08:32:33,23,2022-02-17 08:55:33,176.63333333333333,2022-02-17 11:52:11,0,,37,38,51,40,2,6.183333333333334,1.0
454,2022-02-17 08:18:06,2022-02-17 08:33:06,26,2022-02-17 08:59:06,808.9833333333333,2022-02-17 22:28:05,0,,37,38,94,40,1,5.633333333333334,3.0
455,2022-02-17 08:18:17,2022-02-17 08:33:17,32,2022-02-17 09:05:17,288.28333333333336,2022-02-17 13:53:34,0,,37,38,59,40,1,5.45,2.0
456,2022-02-17 08:18:39,2022-02-17 08:33:39,62,2022-02-17 09:35:39,548.85,2022-02-17 18:44:30,0,,37,38,79,42,1,5.083333333333333,2.0
457,2022-02-17 08:18:46,2022-02-17 08:33:46,10,2022-02-17 08:43:46,5.883333333333334,2022-02-18 08:49:39,0,,37,38,135,39,1,4.966666666666667,0.0
458,2022-02-17 08:18:55,2022-02-17 08:33:55,9,2022-02-17 08:42:55,1439.2166666666667,2022-02-18 08:42:08,0,,37,38,135,39,1,4.816666666666666,3.0
459,2022-02-17 08:19:19,2022-02-17 08:34:19,23,2022-02-17 08:57:19,722.7833333333333,2022-02-17 21:00:06,0,,37,38,88,40,1,4.416666666666667,3.0
460,2022-02-17 08:19:37,2022-02-17 08:34:37,23,2022-02-17 08:57:37,182.85,2022-02-17 12:00:28,0,,37,38,52,40,3,4.116666666666666,2.0
461,2022-02-17 08:19:44,2022-02-17 08:34:44,24,2022-02-17 08:58:44,254.5,2022-02-18 13:13:14,0,,37,38,153,40,3,4.0,2.0
462,2022-02-17 08:20:10,2022-02-17 08:35:10,27,2022-02-17 09:02:10,720.5833333333334,2022-02-17 21:02:45,0,,37,38,88,40,2,3.566666666666667,3.0
463,2022-02-17 08:20:21,2022-02-17 08:35:21,26,2022-02-17 09:01:21,669.25,2022-02-17 20:10:36,0,,37,38,85,40,1,3.3833333333333333,3.0
464,2022-02-17 08:20:28,2022-02-17 08:35:28,48,2022-02-17 09:23:28,756.7666666666667,2022-02-17 22:00:14,0,,37,38,92,41,1,3.2666666666666666,3.0
465,2022-02-17 08:21:05,2022-02-17 08:36:05,15,2022-02-17 08:51:05,175.4,2022-02-18 11:46:29,0,,37,38,147,39,2,2.65,1.0
466,2022-02-17 08:21:28,2022-02-17 08:36:28,28,2022-02-17 09:04:28,472.6833333333333,2022-02-18 16:57:09,0,,37,38,168,40,1,2.2666666666666666,2.0
467,2022-02-17 08:21:29,2022-02-17 08:36:29,46,2022-02-17 09:22:29,160.66666666666666,2022-02-18 12:03:09,0,,37,38,148,41,1,2.25,1.0
468,2022-02-17 08:21:47,2022-02-17 08:36:47,60,2022-02-17 09:36:47,60.18333333333333,2022-02-17 10:36:58,0,,37,38,46,42,1,1.95,1.0
469,2022-02-17 08:21:48,2022-02-17 08:36:48,14,2022-02-17 08:50:48,17.15,2022-02-17 09:07:57,0,,37,38,40,39,3,1.9333333333333331,0.0
470,2022-02-17 08:21:52,2022-02-17 08:36:52,16,2022-02-17 08:52:52,385.6666666666667,2022-02-17 15:18:32,0,,37,38,65,39,1,1.8666666666666667,2.0
471,2022-02-17 08:22:01,2022-02-17 08:37:01,46,2022-02-17 09:23:01,329.3333333333333,2022-02-18 14:52:21,0,,37,38,159,41,2,1.7166666666666666,2.0
472,2022-02-17 08:22:03,2022-02-17 08:37:03,20,2022-02-17 08:57:03,346.25,2022-02-18 14:43:18,0,,37,38,159,40,2,1.6833333333333331,2.0
473,2022-02-17 08:22:03,2022-02-17 08:37:03,7,2022-02-17 08:44:03,177.36666666666667,2022-02-17 11:41:25,0,,37,38,51,39,3,1.6833333333333331,1.0
474,2022-02-17 08:22:23,2022-02-17 08:37:23,13,2022-02-17 08:50:23,760.1,2022-02-17 21:30:29,0,,37,38,90,39,1,1.35,3.0
475,2022-02-17 08:22:31,2022-02-17 08:37:31,15,2022-02-17 08:52:31,666.8333333333334,2022-02-17 19:59:21,0,,37,38,84,39,3,1.2166666666666666,3.0
476,2022-02-17 08:22:38,2022-02-17 08:37:38,7,2022-02-17 08:44:38,456.9666666666666,2022-02-17 16:21:36,0,,37,38,69,39,1,1.1,2.0
477,2022-02-17 08:22:38,2022-02-17 08:37:38,56,2022-02-17 09:33:38,24.966666666666665,2022-02-17 09:58:36,0,,37,38,44,42,3,1.1,0.0
478,2022-02-17 08:22:52,2022-02-17 08:37:52,14,2022-02-17 08:51:52,298.9,2022-02-18 13:50:46,0,,37,38,155,39,2,0.8666666666666667,2.0
479,2022-02-17 08:22:56,2022-02-17 08:37:56,24,2022-02-17 09:01:56,733.9,2022-02-17 21:15:50,0,,37,38,89,40,3,0.8,3.0
480,2022-02-17 08:22:58,2022-02-17 08:37:58,23,2022-02-17 09:00:58,555.5,2022-02-17 18:16:28,0,,37,38,77,40,3,0.7666666666666667,2.0
481,2022-02-17 08:23:11,2022-02-17 08:38:11,48,2022-02-17 09:26:11,24.816666666666663,2022-02-17 09:51:00,0,,37,38,43,42,1,0.55,0.0
482,2022-02-17 08:23:13,2022-02-17 08:38:13,1,2022-02-17 08:39:13,377.3333333333333,2022-02-18 14:56:33,0,,37,38,160,39,2,0.5166666666666667,2.0
483,2022-02-17 08:23:17,2022-02-17 08:38:17,40,2022-02-17 09:18:17,539.4,2022-02-17 18:17:41,0,,37,38,77,41,3,0.45,2.0
484,2022-02-17 08:23:31,2022-02-17 08:38:31,44,2022-02-17 09:22:31,276.28333333333336,2022-02-17 13:58:48,0,,37,38,60,41,2,0.2166666666666666,2.0
485,2022-02-17 08:23:38,2022-02-17 08:38:38,17,2022-02-17 08:55:38,815.0166666666667,2022-02-17 22:30:39,0,,37,38,94,40,2,0.1,3.0
486,2022-02-17 08:23:54,2022-02-17 08:38:54,22,2022-02-17 09:00:54,683.4833333333333,2022-02-18 20:24:23,0,,38,39,182,40,2,14.833333333333334,3.0
487,2022-02-17 08:23:55,2022-02-17 08:38:55,18,2022-02-17 08:56:55,630.6666666666666,2022-02-17 19:27:35,0,,38,39,82,40,1,14.816666666666666,3.0
488,2022-02-17 08:24:35,2022-02-17 08:39:35,27,2022-02-17 09:06:35,561.4166666666666,2022-02-18 18:28:00,0,,38,39,174,40,2,14.15,2.0
489,2022-02-17 08:24:47,2022-02-17 08:39:47,15,2022-02-17 08:54:47,286.1,2022-02-17 13:40:53,0,,38,39,59,40,3,13.95,2.0
490,2022-02-17 08:24:49,2022-02-17 08:39:49,12,2022-02-17 08:51:49,573.45,2022-02-17 18:25:16,0,,38,39,78,39,3,13.916666666666666,2.0
491,2022-02-17 08:25:15,2022-02-17 08:40:15,28,2022-02-17 09:08:15,198.26666666666668,2022-02-17 12:26:31,0,,38,39,54,40,2,13.483333333333333,2.0
492,2022-02-17 08:25:40,2022-02-17 08:40:40,16,2022-02-17 08:56:40,499.95,2022-02-18 17:16:37,0,,38,39,169,40,2,13.066666666666666,2.0
493,2022-02-17 08:26:39,2022-02-17 08:41:39,17,2022-02-17 08:58:39,223.4,2022-02-18 12:42:03,0,,38,39,151,40,1,12.083333333333334,2.0
494,2022-02-17 08:27:01,2022-02-17 08:42:01,24,2022-02-17 09:06:01,252.71666666666667,2022-02-17 13:18:44,0,,38,39,57,40,2,11.716666666666669,2.0
495,2022-02-17 08:27:03,2022-02-17 08:42:03,17,2022-02-17 08:59:03,369.06666666666666,2022-02-18 15:08:07,0,,38,39,160,40,2,11.683333333333334,2.0
496,2022-02-17 08:27:32,2022-02-17 08:42:32,16,2022-02-17 08:58:32,4.966666666666667,2022-02-17 09:03:30,0,,38,39,40,40,3,11.2,0.0
497,2022-02-17 08:27:35,2022-02-17 08:42:35,36,2022-02-17 09:18:35,409.48333333333335,2022-02-17 16:08:04,0,,38,39,68,41,1,11.15,2.0
498,2022-02-17 08:27:52,2022-02-17 08:42:52,2,2022-02-17 08:44:52,582.85,2022-02-17 18:27:43,0,,38,39,78,39,2,10.866666666666667,2.0
499,2022-02-17 08:28:16,2022-02-17 08:43:16,98,2022-02-17 10:21:16,412.1,2022-02-18 17:13:22,0,,38,39,169,45,3,10.466666666666669,2.0
500,2022-02-17 08:28:29,2022-02-17 08:43:29,35,2022-02-17 09:18:29,152.1,2022-02-17 11:50:35,0,,38,39,51,41,3,10.25,1.0
501,2022-02-17 08:28:32,2022-02-17 08:43:32,26,2022-02-17 09:09:32,28.0,2022-02-17 09:37:32,0,,38,39,42,41,2,10.2,0.0
502,2022-02-17 08:28:51,2022-02-17 08:43:51,7,2022-02-17 08:50:51,297.15,2022-02-17 13:48:00,0,,38,39,59,39,2,9.883333333333333,2.0
503,2022-02-17 08:29:44,2022-02-17 08:44:44,27,2022-02-17 09:11:44,682.5,2022-02-18 20:34:14,0,,38,39,182,41,2,9.0,3.0
504,2022-02-17 08:30:04,2022-02-17 08:45:04,29,2022-02-17 09:14:04,737.9333333333333,2022-02-17 21:32:00,0,,38,39,90,41,2,8.666666666666666,3.0
505,2022-02-17 08:30:29,2022-02-17 08:45:29,20,2022-02-17 09:05:29,537.7333333333333,2022-02-18 18:03:13,0,,38,39,172,40,3,8.25,2.0
506,2022-02-17 08:30:40,2022-02-17 08:45:40,19,2022-02-17 09:04:40,313.25,2022-02-17 14:17:55,0,,38,39,61,40,2,8.066666666666666,2.0
507,2022-02-17 08:30:52,2022-02-17 08:45:52,10,2022-02-17 08:55:52,565.95,2022-02-18 18:21:49,0,,38,39,173,40,2,7.866666666666666,2.0
508,2022-02-17 08:30:56,2022-02-17 08:45:56,7,2022-02-17 08:52:56,41.45,2022-02-18 09:34:23,0,,38,39,138,39,3,7.8,0.0
509,2022-02-17 08:31:12,2022-02-17 08:46:12,13,2022-02-17 08:59:12,135.98333333333332,2022-02-18 11:15:11,0,,38,39,145,40,1,7.533333333333333,1.0
510,2022-02-17 08:31:41,2022-02-17 08:46:41,25,2022-02-17 09:11:41,512.1166666666667,2022-02-18 17:43:48,0,,38,39,171,41,3,7.05,2.0
511,2022-02-17 08:31:46,2022-02-17 08:46:46,27,2022-02-17 09:13:46,1421.9333333333334,2022-02-18 08:55:42,0,,38,39,136,41,1,6.966666666666667,3.0
512,2022-02-17 08:32:16,2022-02-17 08:47:16,28,2022-02-17 09:15:16,531.2,2022-02-17 18:06:28,0,,38,39,76,41,2,6.466666666666667,2.0
513,2022-02-17 08:32:18,2022-02-17 08:47:18,28,2022-02-17 09:15:18,463.06666666666666,2022-02-17 16:58:22,0,,38,39,72,41,2,6.433333333333334,2.0
514,2022-02-17 08:32:24,2022-02-17 08:47:24,15,2022-02-17 09:02:24,434.3666666666667,2022-02-18 16:16:46,0,,38,39,165,40,2,6.333333333333333,2.0
515,2022-02-17 08:32:26,2022-02-17 08:47:26,13,2022-02-17 09:00:26,479.9,2022-02-17 17:00:20,0,,38,39,72,40,2,6.3,2.0
516,2022-02-17 08:32:30,2022-02-17 08:47:30,13,2022-02-17 09:00:30,366.5,2022-02-18 15:07:00,0,,38,39,160,40,2,6.233333333333333,2.0
517,2022-02-17 08:33:02,2022-02-17 08:48:02,21,2022-02-17 09:09:02,403.4,2022-02-17 15:52:26,0,,38,39,67,41,2,5.7,2.0
518,2022-02-17 08:33:22,2022-02-17 08:48:22,38,2022-02-17 09:26:22,564.95,2022-02-18 18:51:19,0,,38,39,175,42,3,5.366666666666666,2.0
519,2022-02-17 08:33:34,2022-02-17 08:48:34,15,2022-02-17 09:03:34,119.11666666666666,2022-02-17 11:02:41,0,,38,39,48,40,1,5.166666666666667,1.0
520,2022-02-17 08:34:28,2022-02-17 08:49:28,17,2022-02-17 09:06:28,74.61666666666666,2022-02-17 10:21:05,0,,38,39,45,40,2,4.266666666666667,1.0
521,2022-02-17 08:34:29,2022-02-17 08:49:29,34,2022-02-17 09:23:29,199.7333333333333,2022-02-18 12:43:13,0,,38,39,151,41,1,4.25,2.0
522,2022-02-17 08:34:30,2022-02-17 08:49:30,58,2022-02-17 09:47:30,457.7166666666666,2022-02-18 17:25:13,0,,38,39,170,43,3,4.233333333333333,2.0
523,2022-02-17 08:34:45,2022-02-17 08:49:45,12,2022-02-17 09:01:45,460.7,2022-02-18 16:42:27,0,,38,39,167,40,1,3.983333333333333,2.0
524,2022-02-17 08:35:15,2022-02-17 08:50:15,21,2022-02-17 09:11:15,702.0833333333334,2022-02-18 20:53:20,0,,38,39,183,41,2,3.4833333333333334,3.0
525,2022-02-17 08:35:16,2022-02-17 08:50:16,14,2022-02-17 09:04:16,262.95,2022-02-17 13:27:13,0,,38,39,58,40,1,3.466666666666667,2.0
526,2022-02-17 08:35:23,2022-02-17 08:50:23,13,2022-02-17 09:03:23,20.9,2022-02-18 09:24:17,0,,38,39,138,40,3,3.35,0.0
527,2022-02-17 08:35:32,2022-02-17 08:50:32,11,2022-02-17 09:01:32,551.4166666666666,2022-02-17 18:12:57,0,,38,39,77,40,1,3.2,2.0
528,2022-02-17 08:35:48,2022-02-17 08:50:48,20,2022-02-17 09:10:48,487.6333333333333,2022-02-17 17:18:26,0,,38,39,73,41,3,2.933333333333333,2.0
529,2022-02-17 08:36:10,2022-02-17 08:51:10,93,2022-02-17 10:24:10,157.65,2022-02-18 13:01:49,0,,38,39,152,46,1,2.566666666666667,1.0
530,2022-02-17 08:36:22,2022-02-17 08:51:22,37,2022-02-17 09:28:22,489.73333333333335,2022-02-17 17:38:06,0,,38,39,74,42,3,2.3666666666666667,2.0
531,2022-02-17 08:36:45,2022-02-17 08:51:45,11,2022-02-17 09:02:45,313.05,2022-02-18 14:15:48,0,,38,39,157,40,2,1.9833333333333332,2.0
532,2022-02-17 08:36:55,2022-02-17 08:51:55,47,2022-02-17 09:38:55,14.016666666666667,2022-02-18 09:52:56,0,,38,39,139,43,3,1.8166666666666669,0.0
533,2022-02-17 08:37:03,2022-02-17 08:52:03,26,2022-02-17 09:18:03,3.2666666666666666,2022-02-17 09:21:19,0,,38,39,41,41,2,1.6833333333333331,0.0
534,2022-02-17 08:37:25,2022-02-17 08:52:25,42,2022-02-17 09:34:25,101.05,2022-02-17 11:15:28,0,,38,39,49,42,3,1.3166666666666669,1.0
535,2022-02-17 08:37:25,2022-02-17 08:52:25,7,2022-02-17 08:59:25,548.7166666666667,2022-02-18 18:08:08,0,,38,39,172,40,3,1.3166666666666669,2.0
536,2022-02-17 08:37:27,2022-02-17 08:52:27,0,2022-02-17 08:52:27,660.0333333333333,2022-02-18 19:52:29,0,,38,39,179,39,2,1.2833333333333334,3.0
537,2022-02-17 08:37:37,2022-02-17 08:52:37,40,2022-02-17 09:32:37,16.016666666666666,2022-02-17 09:48:38,0,,38,39,43,42,2,1.1166666666666667,0.0
538,2022-02-17 08:38:07,2022-02-17 08:53:07,28,2022-02-17 09:21:07,542.6666666666666,2022-02-17 18:23:47,0,,38,39,78,41,2,0.6166666666666667,2.0
539,2022-02-17 08:38:14,2022-02-17 08:53:14,9,2022-02-17 09:02:14,1347.2666666666669,2022-02-18 07:29:30,0,,38,39,130,40,2,0.5,3.0
540,2022-02-17 08:38:31,2022-02-17 08:53:31,18,2022-02-17 09:11:31,10.85,2022-02-17 09:22:22,0,,38,39,41,41,2,0.2166666666666666,0.0
541,2022-02-17 08:38:37,2022-02-17 08:53:37,18,2022-02-17 09:11:37,442.9,2022-02-17 16:34:31,0,,38,39,70,41,2,0.1166666666666666,2.0
542,2022-02-17 08:38:41,2022-02-17 08:53:41,57,2022-02-17 09:50:41,401.1333333333333,2022-02-17 16:31:49,0,,38,39,70,43,1,0.05,2.0
543,2022-02-17 08:38:47,2022-02-17 08:53:47,37,2022-02-17 09:30:47,681.2666666666667,2022-02-17 20:52:03,0,,39,40,87,42,1,14.95,3.0
544,2022-02-17 08:38:48,2022-02-17 08:53:48,13,2022-02-17 09:06:48,365.5,2022-02-17 15:12:18,0,,39,40,65,40,2,14.933333333333334,2.0
545,2022-02-17 08:39:07,2022-02-17 08:54:07,14,2022-02-17 09:08:07,546.7833333333333,2022-02-18 18:14:54,0,,39,40,173,40,1,14.616666666666667,2.0
546,2022-02-17 08:39:09,2022-02-17 08:54:09,14,2022-02-17 09:08:09,629.5833333333334,2022-02-18 19:37:44,0,,39,40,178,40,1,14.583333333333334,3.0
547,2022-02-17 08:39:26,2022-02-17 08:54:26,23,2022-02-17 09:17:26,592.7,2022-02-17 19:10:08,0,,39,40,81,41,1,14.3,2.0
548,2022-02-17 08:39:43,2022-02-17 08:54:43,2,2022-02-17 08:56:43,379.28333333333336,2022-02-18 15:16:00,0,,39,40,161,40,1,14.016666666666667,2.0
549,2022-02-17 08:39:43,2022-02-17 08:54:43,49,2022-02-17 09:43:43,88.53333333333333,2022-02-18 11:12:15,0,,39,40,145,43,3,14.016666666666667,1.0
550,2022-02-17 08:39:49,2022-02-17 08:54:49,38,2022-02-17 09:32:49,5.333333333333333,2022-02-17 09:38:09,0,,39,40,42,42,2,13.916666666666666,0.0
551,2022-02-17 08:39:57,2022-02-17 08:54:57,24,2022-02-17 09:18:57,16.95,2022-02-18 09:35:54,0,,39,40,138,41,1,13.783333333333331,0.0
552,2022-02-17 08:40:38,2022-02-17 08:55:38,16,2022-02-17 09:11:38,879.1166666666667,2022-02-18 23:50:45,0,,39,40,195,41,2,13.1,3.0
553,2022-02-17 08:40:53,2022-02-17 08:55:53,20,2022-02-17 09:15:53,11.583333333333334,2022-02-17 09:27:28,0,,39,40,42,41,1,12.85,0.0
554,2022-02-17 08:41:02,2022-02-17 08:56:02,10,2022-02-17 09:06:02,555.7666666666667,2022-02-17 18:21:48,0,,39,40,77,40,3,12.7,2.0
555,2022-02-17 08:41:03,2022-02-17 08:56:03,9,2022-02-17 09:05:03,492.3833333333333,2022-02-18 17:17:26,0,,39,40,169,40,2,12.683333333333334,2.0
556,2022-02-17 08:41:36,2022-02-17 08:56:36,31,2022-02-17 09:27:36,479.9166666666667,2022-02-18 17:27:31,0,,39,40,170,42,3,12.133333333333333,2.0
557,2022-02-17 08:41:39,2022-02-17 08:56:39,58,2022-02-17 09:54:39,6.633333333333334,2022-02-17 10:01:17,0,,39,40,44,44,2,12.083333333333334,0.0
558,2022-02-17 08:41:42,2022-02-17 08:56:42,11,2022-02-17 09:07:42,526.2166666666667,2022-02-17 17:53:55,0,,39,40,76,40,2,12.033333333333331,2.0
559,2022-02-17 08:41:57,2022-02-17 08:56:57,9,2022-02-17 09:05:57,595.5,2022-02-18 19:01:27,0,,39,40,176,40,2,11.783333333333331,2.0
560,2022-02-17 08:42:02,2022-02-17 08:57:02,40,2022-02-17 09:37:02,180.3,2022-02-17 12:37:20,0,,39,40,54,42,3,11.7,2.0
561,2022-02-17 08:42:18,2022-02-17 08:57:18,17,2022-02-17 09:14:18,25.78333333333333,2022-02-17 09:40:05,0,,39,40,43,41,1,11.433333333333334,0.0
562,2022-02-17 08:42:23,2022-02-17 08:57:23,23,2022-02-17 09:20:23,1436.5666666666666,2022-02-18 09:16:57,0,,39,40,137,41,3,11.35,3.0
563,2022-02-17 08:42:45,2022-02-17 08:57:45,22,2022-02-17 09:19:45,505.53333333333336,2022-02-17 17:45:17,0,,39,40,75,41,3,10.983333333333333,2.0
564,2022-02-17 08:43:00,2022-02-17 08:58:00,23,2022-02-17 09:21:00,,2022-02-17 09:59:00,1,38.0,39,40,44,41,3,10.733333333333333,
565,2022-02-17 08:43:06,2022-02-17 08:58:06,50,2022-02-17 09:48:06,617.5166666666667,2022-02-18 20:05:37,0,,39,40,180,43,2,10.633333333333333,3.0
566,2022-02-17 08:43:06,2022-02-17 08:58:06,56,2022-02-17 09:54:06,720.6333333333333,2022-02-18 21:54:44,0,,39,40,188,44,3,10.633333333333333,3.0
567,2022-02-17 08:43:17,2022-02-17 08:58:17,21,2022-02-17 09:19:17,319.8666666666667,2022-02-18 14:39:09,0,,39,40,159,41,3,10.45,2.0
568,2022-02-17 08:43:31,2022-02-17 08:58:31,40,2022-02-17 09:38:31,60.61666666666667,2022-02-17 10:39:08,0,,39,40,47,42,2,10.216666666666669,1.0
569,2022-02-17 08:43:40,2022-02-17 08:58:40,59,2022-02-17 09:57:40,286.9833333333333,2022-02-18 14:44:39,0,,39,40,159,44,3,10.066666666666666,2.0
570,2022-02-17 08:44:58,2022-02-17 08:59:58,55,2022-02-17 09:54:58,633.35,2022-02-18 20:28:19,0,,39,40,182,44,1,8.766666666666667,3.0
571,2022-02-17 08:45:08,2022-02-17 09:00:08,8,2022-02-17 09:08:08,545.5166666666667,2022-02-17 18:13:39,0,,39,40,77,40,2,8.6,2.0
572,2022-02-17 08:45:45,2022-02-17 09:00:45,89,2022-02-17 10:29:45,309.51666666666665,2022-02-18 15:39:16,0,,39,40,163,46,3,7.983333333333333,2.0
573,2022-02-17 08:45:55,2022-02-17 09:00:55,77,2022-02-17 10:17:55,10.883333333333333,2022-02-17 10:28:48,0,,39,40,46,45,3,7.816666666666666,0.0
574,2022-02-17 08:46:02,2022-02-17 09:01:02,92,2022-02-17 10:33:02,455.75,2022-02-18 18:08:47,0,,39,40,173,46,2,7.7,2.0
575,2022-02-17 08:46:43,2022-02-17 09:01:43,27,2022-02-17 09:28:43,460.95,2022-02-17 17:09:40,0,,39,40,73,42,2,7.016666666666667,2.0
576,2022-02-17 08:46:51,2022-02-17 09:01:51,43,2022-02-17 09:44:51,154.95,2022-02-17 12:19:48,0,,39,40,53,43,3,6.883333333333334,1.0
577,2022-02-17 08:46:54,2022-02-17 09:01:54,18,2022-02-17 09:19:54,521.8,2022-02-18 18:01:42,0,,39,40,172,41,1,6.833333333333333,2.0
578,2022-02-17 08:47:05,2022-02-17 09:02:05,82,2022-02-17 10:24:05,549.3166666666667,2022-02-18 19:33:24,0,,39,40,178,46,3,6.65,2.0
579,2022-02-17 08:47:10,2022-02-17 09:02:10,41,2022-02-17 09:43:10,72.33333333333333,2022-02-17 10:55:30,0,,39,40,48,43,3,6.566666666666666,1.0
580,2022-02-17 08:47:43,2022-02-17 09:02:43,21,2022-02-17 09:23:43,680.6,2022-02-18 20:44:19,0,,39,40,183,41,1,6.016666666666667,3.0
581,2022-02-17 08:47:50,2022-02-17 09:02:50,11,2022-02-17 09:13:50,103.78333333333332,2022-02-18 10:57:37,0,,39,40,144,41,2,5.9,1.0
582,2022-02-17 08:47:50,2022-02-17 09:02:50,3,2022-02-17 09:05:50,1421.35,2022-02-18 08:47:11,0,,39,40,135,40,1,5.9,3.0
583,2022-02-17 08:47:56,2022-02-17 09:02:56,37,2022-02-17 09:39:56,698.0833333333334,2022-02-17 21:18:01,0,,39,40,89,43,2,5.8,3.0
584,2022-02-17 08:48:31,2022-02-17 09:03:31,29,2022-02-17 09:32:31,19.166666666666668,2022-02-17 09:51:41,0,,39,40,43,42,2,5.216666666666667,0.0
585,2022-02-17 08:49:08,2022-02-17 09:04:08,13,2022-02-17 09:17:08,3.4,2022-02-17 09:20:32,0,,39,40,41,41,1,4.6,0.0
586,2022-02-17 08:49:13,2022-02-17 09:04:13,34,2022-02-17 09:38:13,507.8,2022-02-17 18:06:01,0,,39,40,76,42,3,4.516666666666667,2.0
587,2022-02-17 08:49:25,2022-02-17 09:04:25,5,2022-02-17 09:09:25,518.6166666666667,2022-02-17 17:48:02,0,,39,40,75,41,2,4.316666666666666,2.0
588,2022-02-17 08:49:36,2022-02-17 09:04:36,12,2022-02-17 09:16:36,736.5166666666667,2022-02-17 21:33:07,0,,39,40,90,41,1,4.133333333333334,3.0
589,2022-02-17 08:49:43,2022-02-17 09:04:43,17,2022-02-17 09:21:43,424.15,2022-02-18 16:25:52,0,,39,40,166,41,1,4.016666666666667,2.0
590,2022-02-17 08:49:46,2022-02-17 09:04:46,23,2022-02-17 09:27:46,464.5833333333333,2022-02-17 17:12:21,0,,39,40,73,42,3,3.966666666666667,2.0
591,2022-02-17 08:50:00,2022-02-17 09:05:00,47,2022-02-17 09:52:00,,2022-02-17 10:21:00,1,29.0,39,40,45,43,2,3.733333333333333,
592,2022-02-17 08:50:08,2022-02-17 09:05:08,64,2022-02-17 10:09:08,10.75,2022-02-17 10:19:53,0,,39,40,45,45,2,3.6,0.0
593,2022-02-17 08:50:10,2022-02-17 09:05:10,18,2022-02-17 09:23:10,520.8666666666667,2022-02-17 18:04:02,0,,39,40,76,41,1,3.566666666666667,2.0
594,2022-02-17 08:50:34,2022-02-17 09:05:34,14,2022-02-17 09:19:34,46.36666666666667,2022-02-17 10:05:56,0,,39,40,44,41,3,3.1666666666666665,0.0
595,2022-02-17 08:50:37,2022-02-17 09:05:37,38,2022-02-17 09:43:37,140.05,2022-02-18 12:03:40,0,,39,40,148,43,1,3.1166666666666667,1.0
596,2022-02-17 08:50:40,2022-02-17 09:05:40,18,2022-02-17 09:23:40,390.6833333333333,2022-02-18 15:54:21,0,,39,40,164,41,2,3.066666666666667,2.0
597,2022-02-17 08:51:41,2022-02-17 09:06:41,11,2022-02-17 09:17:41,363.1,2022-02-18 15:20:47,0,,39,40,161,41,3,2.05,2.0
598,2022-02-17 08:51:44,2022-02-17 09:06:44,14,2022-02-17 09:20:44,726.9666666666667,2022-02-17 21:27:42,0,,39,40,90,41,3,2.0,3.0
599,2022-02-17 08:51:48,2022-02-17 09:06:48,5,2022-02-17 09:11:48,648.85,2022-02-17 20:00:39,0,,39,40,84,41,2,1.9333333333333331,3.0
600,2022-02-17 08:51:51,2022-02-17 09:06:51,4,2022-02-17 09:10:51,619.2,2022-02-17 19:30:03,0,,39,40,82,41,3,1.8833333333333333,3.0
601,2022-02-17 08:52:02,2022-02-17 09:07:02,28,2022-02-17 09:35:02,375.1166666666667,2022-02-18 15:50:09,0,,39,40,163,42,2,1.7,2.0
602,2022-02-17 08:52:30,2022-02-17 09:07:30,17,2022-02-17 09:24:30,259.45,2022-02-18 13:43:57,0,,39,40,155,42,1,1.2333333333333334,2.0
